reverse,     5000,     0.004140530499999998
reverse,     10000,     0.008252288200000001
reverse,     15000,     0.012771711399999996
reverse,     20000,     0.018046632899999998
reverse,     25000,     0.023165527
reverse,     30000,     0.027210896799999995
reverse,     35000,     0.03098182049999998
reverse,     40000,     0.03573727140000003
reverse,     45000,     0.039505574199999983
reverse,     50000,     0.0419304195
reverse,     55000,     0.046004917
reverse,     60000,     0.04964861070000008
reverse,     65000,     0.053708559899999876
reverse,     70000,     0.05732669260000014
reverse,     75000,     0.06106478680000018
reverse,     80000,     0.0645274494999998
reverse,     85000,     0.07472707139999998
reverse,     90000,     0.07600383209999988
reverse,     95000,     0.0822758512000001
sort,     5000,     0.004411885900000101
sort,     10000,     0.010530261799999784
sort,     15000,     0.016594511200000106
sort,     20000,     0.02146986730000009
sort,     25000,     0.029597417099999922
sort,     30000,     0.03231069650000009
sort,     35000,     0.03730068860000024
sort,     40000,     0.04916886699999985
sort,     45000,     0.04996045690000006
sort,     50000,     0.05729299589999961
sort,     55000,     0.06251068710000016
sort,     60000,     0.06484950380000036
sort,     65000,     0.07102659169999992
sort,     70000,     0.07615912350000027
sort,     75000,     0.08138144099999992
sort,     80000,     0.09168208549999993
sort,     85000,     0.09483083599999897
sort,     90000,     0.09107095529999967
sort,     95000,     0.09565006949999955
shuffle,     5000,     0.0082809397000009
shuffle,     10000,     0.018062873500000264
shuffle,     15000,     0.023056221199999883
shuffle,     20000,     0.03510624040000003
shuffle,     25000,     0.051408878100000166
shuffle,     30000,     0.051304206000000005
shuffle,     35000,     0.0711792434000003
shuffle,     40000,     0.06821451080000003
shuffle,     45000,     0.08306704820000058
shuffle,     50000,     0.10318188430000035
shuffle,     55000,     0.09160056310000009
shuffle,     60000,     0.1040833844000005
shuffle,     65000,     0.1086092181999998
shuffle,     70000,     0.11211689110000052
shuffle,     75000,     0.1260038036000001
shuffle,     80000,     0.1344747157000004
shuffle,     85000,     0.1656846576999989
shuffle,     90000,     0.16342707410000018
shuffle,     95000,     0.14943184579999952
last,     5000,     0.004553949500001408
last,     10000,     0.008080720800001018
last,     15000,     0.013508340199999224
last,     20000,     0.018601304300000975
last,     25000,     0.023313106100000168
last,     30000,     0.02773540990000072
last,     35000,     0.031818668999999036
last,     40000,     0.042023260100000216
last,     45000,     0.052119704299997946
last,     50000,     0.046555690999999656
last,     55000,     0.0579392857000002
last,     60000,     0.055247549199999926
last,     65000,     0.0613007524000011
last,     70000,     0.06933303519999967
last,     75000,     0.06492560450000014
last,     80000,     0.07460178759999891
last,     85000,     0.08184810689999936
last,     90000,     0.07584352710000034
last,     95000,     0.08506753850000096
